"p","y","t","fip_title","c","q","res"
"A1.1","2020","MD","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","A1.1-MD","REST"
"A1.1","2019","MD","ACTRIS-DVAS_FIP_2019","ACTRIS_DVAS","A1.1-MD","HTTPS"
"A1.1","2020","MD","ACTRIS-DVAS_FIP_2020","ACTRIS_DVAS","A1.1-MD","HTTPS"
"A1.1","2021","MD","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","A1.1-MD","HTTPS"
"A1.1","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.1-MD","HTTPS"
"A1.1","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.1-MD","HTTPS"
"A1.1","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.1-MD","HTTPS"
"A1.1","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.1-MD","CSW"
"A1.1","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.1-MD","CSW"
"A1.1","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.1-MD","CSW"
"A1.1","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.1-MD","REST"
"A1.1","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.1-MD","REST"
"A1.1","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.1-MD","REST"
"A1.1","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.1-MD","OAI-PMH"
"A1.1","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.1-MD","OAI-PMH"
"A1.1","2019","MD","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","A1.1-MD","OAI-PMH"
"A1.1","2020","MD","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","A1.1-MD","OAI-PMH"
"A1.1","2022","MD","ACTRIS-ASC_FIP_2022","AERIS","A1.1-MD","HTTPS"
"A1.1","2022","MD","ACTRIS-ASC_FIP_2022","AERIS","A1.1-MD","REST"
"A1.1","2019","MD","AnaEE_CREA_FIP_2019","AnaEE_CREA","A1.1-MD","HTTPS"
"A1.1","2020","MD","AnaEE_CREA_FIP_2020","AnaEE_CREA","A1.1-MD","HTTPS"
"A1.1","2021","MD","AnaEE_CREA_FIP_2021","AnaEE_CREA","A1.1-MD","HTTPS"
"A1.1","2019","MD","AnaEE_FIP_2019","Anaee","A1.1-MD","HTTPS"
"A1.1","2020","MD","AnaEE_FIP_2020","Anaee","A1.1-MD","HTTPS"
"A1.1","2021","MD","AnaEE_FIP_2021","Anaee","A1.1-MD","HTTPS"
"A1.1","2019","MD","AnaEE_FIP_2019","Anaee","A1.1-MD","CSW"
"A1.1","2020","MD","AnaEE_FIP_2020","Anaee","A1.1-MD","CSW"
"A1.1","2021","MD","AnaEE_FIP_2021","Anaee","A1.1-MD","CSW"
"A1.1","2019","MD","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","A1.1-MD","HTTPS"
"A1.1","2020","MD","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","A1.1-MD","HTTPS"
"A1.1","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","A1.1-MD","HTTPS"
"A1.1","2021","MD","DANUBIUS_FIP_2021","DANUBIUS","A1.1-MD","OPeNDAP"
"A1.1","2020","MD","DiSSCo_FIP_2020","DiSSCo","A1.1-MD","DOIP"
"A1.1","2021","MD","DiSSCo_FIP_2021","DiSSCo","A1.1-MD","DOIP"
"A1.1","2020","MD","DiSSCo_FIP_2020","DiSSCo","A1.1-MD","REST"
"A1.1","2021","MD","DiSSCo_FIP_2021","DiSSCo","A1.1-MD","REST"
"A1.1","2021","MD","EISCAT_FIP_2021","EISCAT","A1.1-MD","OAI-PMH"
"A1.1","2020","MD","EISCAT_FIP_2020","EISCAT","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","EISCAT_FIP_2021","EISCAT","A1.1-MD","SPARQL_endpoint"
"A1.1","2022","MD","EMSO ERIC FIP 2022","EMSO","A1.1-MD","HTTPS"
"A1.1","2022","MD","EMSO ERIC FIP 2022","EMSO","A1.1-MD","ERDDAP"
"A1.1","2021","MD","EMSO ERIC FIP 2021","EMSO","A1.1-MD","HTTPS"
"A1.1","2021","MD","EMSO ERIC FIP 2021","EMSO","A1.1-MD","ERDDAP"
"A1.1","2021","MD","EPOS_ICS-C_FIP_2021","EPOS-ERIC","A1.1-MD","REST"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","OPeNDAP"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","HTTPS"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","WMS"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","ERDDAP"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","CSW"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","REST"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","Python-Programming-Library-ICOSCP"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","SPARQL_endpoint"
"A1.1","2022","MD","ICOS_FIP_2022","ICOS","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","OPeNDAP"
"A1.1","2019","MD","ICOS_FIP_2019","ICOS","A1.1-MD","HTTPS"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","HTTPS"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","HTTPS"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","WMS"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","ERDDAP"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","CSW"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","CSW"
"A1.1","2019","MD","ICOS_FIP_2019","ICOS","A1.1-MD","REST"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","REST"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","REST"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","Python-Programming-Library-ICOSCP"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","SPARQL_endpoint"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","SPARQL_endpoint"
"A1.1","2019","MD","ICOS_FIP_2019","ICOS","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","ICOS_FIP_2021","ICOS","A1.1-MD","OAI-PMH"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","OAI-PMH"
"A1.1","2019","MD","ICOS_FIP_2019","ICOS","A1.1-MD","OPeNDAP"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","OPeNDAP"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","WMS"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","ERDDAP"
"A1.1","2020","MD","ICOS_FIP_2020","ICOS","A1.1-MD","Python-Programming-Library-ICOSCP"
"A1.1","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","A1.1-MD","HTTPS"
"A1.1","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","A1.1-MD","HTTPS"
"A1.1","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","A1.1-MD","HTTPS"
"A1.1","2019","MD","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","A1.1-MD","HTTPS"
"A1.1","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","A1.1-MD","OAI-PMH"
"A1.1","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","A1.1-MD","OGC_CS"
"A1.1","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","A1.1-MD","OpenSearch"
"A1.1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.1-MD","OAI-PMH"
"A1.1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.1-MD","WFS"
"A1.1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.1-MD","WFS"
"A1.1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.1-MD","WMS"
"A1.1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.1-MD","WMS"
"A1.1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.1-MD","OGC_CS"
"A1.1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.1-MD","OGC_CS"
"A1.1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.1-MD","SPARQL_endpoint"
"A1.1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.1-MD","OpenSearch"
"A1.1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.1-MD","OpenSearch"
"A1.1","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","A1.1-MD","SPARQL_endpoint"
"A1.1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.1-MD","SPARQL_endpoint"
"A1.1","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","A1.1-MD","CSW"
"A1.1","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","A1.1-MD","CSW"
"A1.1","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","A1.1-MD","CSW"
"A1.1","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","A1.1-MD","SPARQL_endpoint"
"A1.1","2019","MD","eLTER_FIP_2019","eLTER-RI","A1.1-MD","OAI-PMH"
"A1.1","2020","MD","eLTER_FIP_2020","eLTER-RI","A1.1-MD","OAI-PMH"
"A1.1","2019","MD","eLTER_FIP_2019","eLTER-RI","A1.1-MD","WFS"
"A1.1","2020","MD","eLTER_FIP_2020","eLTER-RI","A1.1-MD","WFS"
"A1.1","2019","MD","eLTER_FIP_2019","eLTER-RI","A1.1-MD","WMS"
"A1.1","2020","MD","eLTER_FIP_2020","eLTER-RI","A1.1-MD","WMS"
"A1.1","2019","MD","eLTER_FIP_2019","eLTER-RI","A1.1-MD","CSW"
"A1.1","2020","MD","eLTER_FIP_2020","eLTER-RI","A1.1-MD","CSW"
"A1.1","2019","MD","eLTER_FIP_2019","eLTER-RI","A1.1-MD","REST"
"A1.1","2020","MD","eLTER_FIP_2020","eLTER-RI","A1.1-MD","REST"
"A1.1","2019","MD","eLTER_FIP_2019","eLTER-RI","A1.1-MD","DEIMS-SDR-REST-API"
"A1.1","2020","MD","eLTER_FIP_2020","eLTER-RI","A1.1-MD","DEIMS-SDR-REST-API"
"A1.1","2021","MD","eLTER_FIP_2021","eLTER-RI","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","eLTER_FIP_2021","eLTER-RI","A1.1-MD","WFS"
"A1.1","2021","MD","eLTER_FIP_2021","eLTER-RI","A1.1-MD","WMS"
"A1.1","2021","MD","eLTER_FIP_2021","eLTER-RI","A1.1-MD","CSW"
"A1.1","2021","MD","eLTER_FIP_2021","eLTER-RI","A1.1-MD","REST"
"A1.1","2021","MD","eLTER_FIP_2021","eLTER-RI","A1.1-MD","DEIMS-SDR-REST-API"
"A1.1","2021","MD","IAGOS_FIP_2021","iagos","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","IAGOS_FIP_2021","iagos","A1.1-MD","HTTPS"
"A1.1","2020","MD","IAGOS_FIP_2020","iagos","A1.1-MD","CSW"
"A1.1","2021","MD","IAGOS_FIP_2021","iagos","A1.1-MD","CSW"
"A1.1","2019","MD","IAGOS_FIP_2019","iagos","A1.1-MD","CSW"
"A1.1","2020","MD","IAGOS_FIP_2020","iagos","A1.1-MD","REST"
"A1.1","2021","MD","IAGOS_FIP_2021","iagos","A1.1-MD","REST"
"A1.1","2019","MD","IAGOS_FIP_2019","iagos","A1.1-MD","REST"
"A1.1","2020","MD","IAGOS_FIP_2020","iagos","A1.1-MD","HTTPS"
"A1.1","2019","MD","IAGOS_FIP_2019","iagos","A1.1-MD","HTTPS"
"A1.1","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","A1.1-MD","OAI-PMH"
"A1.1","2019","MD","LifeWatch_Marine_FIP_2019","lw-marine","A1.1-MD","REST"
"A1.1","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","A1.1-MD","REST"
"A1.1","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","A1.1-MD","REST"
"A1.1","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","SIOS_FIP_2021","sios","A1.1-MD","OAI-PMH"
"A1.1","2021","MD","SIOS_FIP_2021","sios","A1.1-MD","CSW"
"A1.1","2021","MD","SIOS_FIP_2021","sios","A1.1-MD","OpenSearch"
"A1.1","2019","MD","SIOS_FIP_2019","sios","A1.1-MD","OAI-PMH"
"A1.1","2020","MD","SIOS_FIP_2020","sios","A1.1-MD","OAI-PMH"
"A1.1","2019","MD","SIOS_FIP_2019","sios","A1.1-MD","CSW"
"A1.1","2020","MD","SIOS_FIP_2020","sios","A1.1-MD","CSW"
"A1.1","2019","MD","SIOS_FIP_2019","sios","A1.1-MD","OpenSearch"
"A1.1","2020","MD","SIOS_FIP_2020","sios","A1.1-MD","OpenSearch"
"A1.1","2019","D","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","A1.1-D","FTP"
"A1.1","2020","D","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","A1.1-D","FTP"
"A1.1","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.1-D","FTP"
"A1.1","2019","D","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","A1.1-D","OPeNDAP"
"A1.1","2020","D","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","A1.1-D","OPeNDAP"
"A1.1","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.1-D","OPeNDAP"
"A1.1","2019","D","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","A1.1-D","HTTPS"
"A1.1","2020","D","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","A1.1-D","HTTPS"
"A1.1","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.1-D","HTTPS"
"A1.1","2019","D","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","A1.1-D","HTTPS"
"A1.1","2020","D","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","A1.1-D","HTTPS"
"A1.1","2021","D","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","A1.1-D","HTTPS"
"A1.1","2019","D","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","A1.1-D","OPeNDAP"
"A1.1","2020","D","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","A1.1-D","OPeNDAP"
"A1.1","2021","D","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","A1.1-D","OPeNDAP"
"A1.1","2021","D","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","A1.1-D","HTTPS"
"A1.1","2020","D","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","A1.1-D","HTTPS"
"A1.1","2021","D","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","A1.1-D","OPeNDAP"
"A1.1","2019","D","ACTRIS-DVAS_FIP_2019","ACTRIS_DVAS","A1.1-D","HTTPS"
"A1.1","2020","D","ACTRIS-DVAS_FIP_2020","ACTRIS_DVAS","A1.1-D","HTTPS"
"A1.1","2021","D","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","A1.1-D","HTTPS"
"A1.1","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.1-D","HTTPS"
"A1.1","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.1-D","HTTPS"
"A1.1","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.1-D","HTTPS"
"A1.1","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.1-D","OPeNDAP"
"A1.1","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.1-D","OPeNDAP"
"A1.1","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.1-D","OPeNDAP"
"A1.1","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.1-D","REST"
"A1.1","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.1-D","REST"
"A1.1","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.1-D","REST"
"A1.1","2020","D","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","A1.1-D","OPeNDAP"
"A1.1","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","A1.1-D","OPeNDAP"
"A1.1","2019","D","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","A1.1-D","HTTPS"
"A1.1","2020","D","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","A1.1-D","HTTPS"
"A1.1","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","A1.1-D","HTTPS"
"A1.1","2022","D","ACTRIS-ASC_FIP_2022","AERIS","A1.1-D","HTTPS"
"A1.1","2022","D","ACTRIS-ASC_FIP_2022","AERIS","A1.1-D","OPeNDAP"
"A1.1","2019","D","AnaEE_CREA_FIP_2019","AnaEE_CREA","A1.1-D","HTTPS"
"A1.1","2020","D","AnaEE_CREA_FIP_2020","AnaEE_CREA","A1.1-D","HTTPS"
"A1.1","2021","D","AnaEE_CREA_FIP_2021","AnaEE_CREA","A1.1-D","HTTPS"
"A1.1","2019","D","AnaEE_FIP_2019","Anaee","A1.1-D","HTTPS"
"A1.1","2020","D","AnaEE_FIP_2020","Anaee","A1.1-D","HTTPS"
"A1.1","2021","D","AnaEE_FIP_2021","Anaee","A1.1-D","HTTPS"
"A1.1","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","A1.1-D","HTTPS"
"A1.1","2020","D","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","A1.1-D","HTTPS"
"A1.1","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","A1.1-D","HTTPS"
"A1.1","2021","D","DANUBIUS_FIP_2021","DANUBIUS","A1.1-D","OGC_CS"
"A1.1","2020","D","DiSSCo_FIP_2020","DiSSCo","A1.1-D","DOIP"
"A1.1","2021","D","DiSSCo_FIP_2021","DiSSCo","A1.1-D","DOIP"
"A1.1","2020","D","DiSSCo_FIP_2020","DiSSCo","A1.1-D","REST"
"A1.1","2021","D","DiSSCo_FIP_2021","DiSSCo","A1.1-D","REST"
"A1.1","2019","D","EISCAT_FIP_2019","EISCAT","A1.1-D","HTTPS"
"A1.1","2021","D","EISCAT_FIP_2021","EISCAT","A1.1-D","HTTPS"
"A1.1","2020","D","EISCAT_FIP_2020","EISCAT","A1.1-D","HTTPS"
"A1.1","2019","D","EISCAT_FIP_2019","EISCAT","A1.1-D","dirac-fc"
"A1.1","2021","D","EISCAT_FIP_2021","EISCAT","A1.1-D","dirac-fc"
"A1.1","2020","D","EISCAT_FIP_2020","EISCAT","A1.1-D","dirac-fc"
"A1.1","2022","D","EMSO ERIC FIP 2022","EMSO","A1.1-D","HTTPS"
"A1.1","2022","D","EMSO ERIC FIP 2022","EMSO","A1.1-D","ERDDAP"
"A1.1","2021","D","EMSO ERIC FIP 2021","EMSO","A1.1-D","HTTPS"
"A1.1","2021","D","EMSO ERIC FIP 2021","EMSO","A1.1-D","ERDDAP"
"A1.1","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","A1.1-D","HTTPS"
"A1.1","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","A1.1-D","WFS"
"A1.1","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","A1.1-D","WMS"
"A1.1","2022","D","ICOS_FIP_2022","ICOS","A1.1-D","OPeNDAP"
"A1.1","2022","D","ICOS_FIP_2022","ICOS","A1.1-D","HTTPS"
"A1.1","2022","D","ICOS_FIP_2022","ICOS","A1.1-D","ERDDAP"
"A1.1","2022","D","ICOS_FIP_2022","ICOS","A1.1-D","WCS"
"A1.1","2022","D","ICOS_FIP_2022","ICOS","A1.1-D","CSW"
"A1.1","2021","D","ICOS_FIP_2021","ICOS","A1.1-D","OPeNDAP"
"A1.1","2019","D","ICOS_FIP_2019","ICOS","A1.1-D","HTTPS"
"A1.1","2021","D","ICOS_FIP_2021","ICOS","A1.1-D","HTTPS"
"A1.1","2020","D","ICOS_FIP_2020","ICOS","A1.1-D","HTTPS"
"A1.1","2021","D","ICOS_FIP_2021","ICOS","A1.1-D","ERDDAP"
"A1.1","2021","D","ICOS_FIP_2021","ICOS","A1.1-D","WCS"
"A1.1","2021","D","ICOS_FIP_2021","ICOS","A1.1-D","CSW"
"A1.1","2020","D","ICOS_FIP_2020","ICOS","A1.1-D","OPeNDAP"
"A1.1","2020","D","ICOS_FIP_2020","ICOS","A1.1-D","ERDDAP"
"A1.1","2020","D","ICOS_FIP_2020","ICOS","A1.1-D","WCS"
"A1.1","2020","D","ICOS_FIP_2020","ICOS","A1.1-D","CSW"
"A1.1","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","A1.1-D","HTTPS"
"A1.1","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","A1.1-D","HTTPS"
"A1.1","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","A1.1-D","HTTPS"
"A1.1","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","A1.1-D","HTTPS"
"A1.1","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.1-D","HTTPS"
"A1.1","2020","D","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.1-D","HTTPS"
"A1.1","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","A1.1-D","HTTPS"
"A1.1","2019","D","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","A1.1-D","ERDDAP"
"A1.1","2020","D","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","A1.1-D","ERDDAP"
"A1.1","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","A1.1-D","ERDDAP"
"A1.1","2020","D","eLTER_FIP_2020","eLTER-RI","A1.1-D","SOS"
"A1.1","2019","D","eLTER_FIP_2019","eLTER-RI","A1.1-D","HTTPS"
"A1.1","2020","D","eLTER_FIP_2020","eLTER-RI","A1.1-D","HTTPS"
"A1.1","2019","D","eLTER_FIP_2019","eLTER-RI","A1.1-D","SOS"
"A1.1","2021","D","eLTER_FIP_2021","eLTER-RI","A1.1-D","HTTPS"
"A1.1","2021","D","eLTER_FIP_2021","eLTER-RI","A1.1-D","SOS"
"A1.1","2021","D","eLTER_FIP_2021","eLTER-RI","A1.1-D","WFS"
"A1.1","2020","D","eLTER_FIP_2020","eLTER-RI","A1.1-D","ERDDAP"
"A1.1","2021","D","IAGOS_FIP_2021","iagos","A1.1-D","HTTPS"
"A1.1","2020","D","IAGOS_FIP_2020","iagos","A1.1-D","REST"
"A1.1","2021","D","IAGOS_FIP_2021","iagos","A1.1-D","REST"
"A1.1","2019","D","IAGOS_FIP_2019","iagos","A1.1-D","REST"
"A1.1","2020","D","IAGOS_FIP_2020","iagos","A1.1-D","OPeNDAP"
"A1.1","2021","D","IAGOS_FIP_2021","iagos","A1.1-D","OPeNDAP"
"A1.1","2020","D","IAGOS_FIP_2020","iagos","A1.1-D","HTTPS"
"A1.1","2020","D","IAGOS_FIP_2020","iagos","A1.1-D","WCS"
"A1.1","2021","D","IAGOS_FIP_2021","iagos","A1.1-D","WCS"
"A1.1","2019","D","IAGOS_FIP_2019","iagos","A1.1-D","OPeNDAP"
"A1.1","2019","D","IAGOS_FIP_2019","iagos","A1.1-D","HTTPS"
"A1.1","2019","D","IAGOS_FIP_2019","iagos","A1.1-D","WCS"
"A1.1","2020","D","LifeWatch_Marine_FIP_2020","lw-marine","A1.1-D","ERDDAP"
"A1.1","2021","D","LifeWatch_Marine_FIP_2021","lw-marine","A1.1-D","ERDDAP"
"A1.1","2019","D","SIOS_FIP_2019","sios","A1.1-D","FTP"
"A1.1","2021","D","SIOS_FIP_2021","sios","A1.1-D","FTP"
"A1.1","2020","D","SIOS_FIP_2020","sios","A1.1-D","FTP"
"A1.1","2019","D","SIOS_FIP_2019","sios","A1.1-D","OPeNDAP"
"A1.1","2021","D","SIOS_FIP_2021","sios","A1.1-D","OPeNDAP"
"A1.1","2020","D","SIOS_FIP_2020","sios","A1.1-D","OPeNDAP"
"A1.1","2019","D","SIOS_FIP_2019","sios","A1.1-D","HTTPS"
"A1.1","2021","D","SIOS_FIP_2021","sios","A1.1-D","HTTPS"
"A1.1","2020","D","SIOS_FIP_2020","sios","A1.1-D","HTTPS"
"A1.1","2019","D","SIOS_FIP_2019","sios","A1.1-D","WMS"
"A1.1","2021","D","SIOS_FIP_2021","sios","A1.1-D","WMS"
"A1.1","2020","D","SIOS_FIP_2020","sios","A1.1-D","WMS"
"A1.2","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.2-MD","ORCID"
"A1.2","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.2-MD","OAuth"
"A1.2","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.2-MD","SAML1.1"
"A1.2","2019","MD","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","A1.2-MD","OPENDATA"
"A1.2","2020","MD","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","A1.2-MD","OPENDATA"
"A1.2","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","A1.2-MD","OPENDATA"
"A1.2","2019","MD","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","A1.2-MD","OPENDATA"
"A1.2","2020","MD","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","A1.2-MD","OPENDATA"
"A1.2","2021","MD","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","A1.2-MD","OPENDATA"
"A1.2","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.2-MD","OPENDATA"
"A1.2","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.2-MD","OPENDATA"
"A1.2","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.2-MD","OPENDATA"
"A1.2","2019","MD","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","A1.2-MD","OPENDATA"
"A1.2","2020","MD","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","A1.2-MD","OPENDATA"
