"p","y","t","fip_title","c","q","res"
"I1","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","I1-D","NetCDF"
"I1","2022","D","ACTRIS-ASC_FIP_2022","AERIS","I1-D","NetCDF"
"I1","2019","D","AnaEE_CREA_FIP_2019","AnaEE_CREA","I1-D","RDFS"
"I1","2020","D","AnaEE_CREA_FIP_2020","AnaEE_CREA","I1-D","RDFS"
"I1","2021","D","AnaEE_CREA_FIP_2021","AnaEE_CREA","I1-D","RDFS"
"I1","2020","D","AnaEE_FIP_2020","Anaee","I1-D","NetCDF"
"I1","2021","D","AnaEE_FIP_2021","Anaee","I1-D","NetCDF"
"I1","2019","D","AnaEE_FIP_2019","Anaee","I1-D","NetCDF"
"I1","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","I1-D","RDFS"
"I1","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","I1-D","RDFS"
"I1","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","I1-D","NetCDF"
"I1","2020","D","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","I1-D","NetCDF"
"I1","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","I1-D","NetCDF"
"I1","2020","D","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","I1-D","RDFS"
"I1","2021","D","DANUBIUS_FIP_2021","DANUBIUS","I1-D","NetCDF"
"I1","2020","D","DiSSCo_FIP_2020","DiSSCo","I1-D","JSON"
"I1","2021","D","DiSSCo_FIP_2021","DiSSCo","I1-D","JSON"
"I1","2021","D","DiSSCo_FIP_2021","DiSSCo","I1-D","JSON-LD"
"I1","2022","D","EMSO ERIC FIP 2022","EMSO","I1-D","RDFS"
"I1","2021","D","EMSO ERIC FIP 2021","EMSO","I1-D","RDFS"
"I1","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","I1-D","JSON"
"I1","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","I1-D","XML_Schema"
"I1","2022","D","ICOS_FIP_2022","ICOS","I1-D","RDFS"
"I1","2022","D","ICOS_FIP_2022","ICOS","I1-D","NetCDF"
"I1","2019","D","ICOS_FIP_2019","ICOS","I1-D","RDFS"
"I1","2021","D","ICOS_FIP_2021","ICOS","I1-D","RDFS"
"I1","2020","D","ICOS_FIP_2020","ICOS","I1-D","RDFS"
"I1","2019","D","ICOS_FIP_2019","ICOS","I1-D","NetCDF"
"I1","2021","D","ICOS_FIP_2021","ICOS","I1-D","NetCDF"
"I1","2020","D","ICOS_FIP_2020","ICOS","I1-D","NetCDF"
"I1","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I1-D","XML_Schema"
"I1","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I1-D","NetCDF"
"I1","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I1-D","DwC-A"
"I1","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I1-D","JSON"
"I1","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I1-D","XML_Schema"
"I1","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I1-D","XML_Schema"
"I1","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I1-D","NetCDF"
"I1","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I1-D","NetCDF"
"I1","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I1-D","DwC-A"
"I1","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I1-D","DwC-A"
"I1","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I1-D","XML_Schema"
"I1","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I1-D","NetCDF"
"I1","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I1-D","DwC-A"
"I1","2019","D","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I1-D","NetCDF"
"I1","2019","D","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I1-D","ODV_ASCII"
"I1","2020","D","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I1-D","NetCDF"
"I1","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I1-D","NetCDF"
"I1","2020","D","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I1-D","ODV_ASCII"
"I1","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I1-D","ODV_ASCII"
"I1","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I1-D","NetCDF"
"I1","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I1-D","ODV_ASCII"
"I1","2020","D","eLTER_FIP_2020","eLTER-RI","I1-D","XML_Schema"
"I1","2019","D","eLTER_FIP_2019","eLTER-RI","I1-D","XML_Schema"
"I1","2021","D","eLTER_FIP_2021","eLTER-RI","I1-D","XML_Schema"
"I1","2020","D","IAGOS_FIP_2020","iagos","I1-D","NetCDF"
"I1","2021","D","IAGOS_FIP_2021","iagos","I1-D","NetCDF"
"I1","2019","D","IAGOS_FIP_2019","iagos","I1-D","NetCDF"
"I1","2019","D","LifeWatch_Marine_FIP_2019","lw-marine","I1-D","DwC-A"
"I1","2020","D","LifeWatch_Marine_FIP_2020","lw-marine","I1-D","DwC-A"
"I1","2021","D","LifeWatch_Marine_FIP_2021","lw-marine","I1-D","DwC-A"
"I1","2019","D","SIOS_FIP_2019","sios","I1-D","NetCDF"
"I1","2021","D","SIOS_FIP_2021","sios","I1-D","NetCDF"
"I1","2020","D","SIOS_FIP_2020","sios","I1-D","NetCDF"
"I2","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","I2-MD","WIGOS"
"I2","2019","MD","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","I2-MD","GCMD"
"I2","2020","MD","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","I2-MD","GCMD"
"I2","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","I2-MD","GCMD"
"I2","2019","MD","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","I2-MD","AERIS_voc"
"I2","2020","MD","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","I2-MD","AERIS_voc"
"I2","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","I2-MD","AERIS_voc"
"I2","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","I2-MD","ACTRIS-vocabulary"
"I2","2019","MD","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","I2-MD","CF_SN"
"I2","2020","MD","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","I2-MD","CF_SN"
"I2","2021","MD","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","I2-MD","CF_SN"
"I2","2019","MD","ACTRIS-DVAS_FIP_2019","ACTRIS_DVAS","I2-MD","ACTRIS-vocabulary"
"I2","2020","MD","ACTRIS-DVAS_FIP_2020","ACTRIS_DVAS","I2-MD","ACTRIS-vocabulary"
"I2","2021","MD","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","I2-MD","ACTRIS-vocabulary"
"I2","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","I2-MD","GCMD"
"I2","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","I2-MD","GCMD"
"I2","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","I2-MD","GCMD"
"I2","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","I2-MD","ACTRIS-vocabulary"
"I2","2020","MD","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","I2-MD","CF_SN"
"I2","2021","MD","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","I2-MD","CF_SN"
"I2","2019","MD","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","I2-MD","CF_SN"
"I2","2022","MD","ACTRIS-ASC_FIP_2022","AERIS","I2-MD","GCMD"
"I2","2022","MD","ACTRIS-ASC_FIP_2022","AERIS","I2-MD","ACTRIS-vocabulary"
"I2","2019","MD","AnaEE_CREA_FIP_2019","AnaEE_CREA","I2-MD","DCAT2"
"I2","2020","MD","AnaEE_CREA_FIP_2020","AnaEE_CREA","I2-MD","DCAT2"
"I2","2021","MD","AnaEE_CREA_FIP_2021","AnaEE_CREA","I2-MD","DCAT2"
"I2","2019","MD","AnaEE_FIP_2019","Anaee","I2-MD","AnaEEThes"
"I2","2020","MD","AnaEE_FIP_2020","Anaee","I2-MD","AnaEEThes"
"I2","2021","MD","AnaEE_FIP_2021","Anaee","I2-MD","AnaEEThes"
"I2","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","I2-MD","NVS_Voc"
"I2","2019","MD","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","I2-MD","NVS_Voc"
"I2","2020","MD","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","I2-MD","NVS_Voc"
"I2","2021","MD","DANUBIUS_FIP_2021","DANUBIUS","I2-MD","NVS_Voc"
"I2","2020","MD","DiSSCo_FIP_2020","DiSSCo","I2-MD","ABCD"
"I2","2021","MD","DiSSCo_FIP_2021","DiSSCo","I2-MD","ABCD"
"I2","2020","MD","DiSSCo_FIP_2020","DiSSCo","I2-MD","ABCDEFG"
"I2","2021","MD","DiSSCo_FIP_2021","DiSSCo","I2-MD","ABCDEFG"
"I2","2022","MD","EMSO ERIC FIP 2022","EMSO","I2-MD","NVS_Voc"
"I2","2021","MD","EMSO ERIC FIP 2021","EMSO","I2-MD","NVS_Voc"
"I2","2021","MD","EPOS_ICS-C_FIP_2021","EPOS-ERIC","I2-MD","EPOS_vocab"
"I2","2022","MD","ICOS_FIP_2022","ICOS","I2-MD","ICOS_ontology"
"I2","2019","MD","ICOS_FIP_2019","ICOS","I2-MD","DwC-A"
"I2","2021","MD","ICOS_FIP_2021","ICOS","I2-MD","ICOS_ontology"
"I2","2020","MD","ICOS_FIP_2020","ICOS","I2-MD","ICOS_ontology"
"I2","2019","MD","ICOS_FIP_2019","ICOS","I2-MD","ICOS_ontology"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","ISO_3166"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","EML2.2.0"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","ISO_3166"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","EML2.2.0"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","DCAT2"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","GEMET"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","NVS_Voc"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","FISHTRAITS"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","PHYTOTRAITS"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","MACROALGAETRAITS"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","EUNIS_Habitat"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","GeoDCAT-AP"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","LW_CO"
"I2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-MD","ALIENSPECIES"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","ISO_3166"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","EML2.2.0"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","DCAT2"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","DCAT2"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","EnvThes"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","GEMET"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","GEMET"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","NVS_Voc"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","NVS_Voc"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","FISHTRAITS"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","FISHTRAITS"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","PHYTOTRAITS"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","PHYTOTRAITS"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","MACROALGAETRAITS"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","MACROALGAETRAITS"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","EUNIS_Habitat"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","EUNIS_Habitat"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","GeoDCAT-AP"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","GeoDCAT-AP"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","LW_CO"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","LW_CO"
"I2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-MD","ALIENSPECIES"
"I2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-MD","ALIENSPECIES"
"I2","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I2-MD","NVS_Voc"
"I2","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I2-MD","SDM_MD"
"I2","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I2-MD","NVS_Voc"
"I2","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I2-MD","NVS_Voc"
"I2","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I2-MD","SDM_MD"
"I2","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I2-MD","SDM_MD"
"I2","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","I2-MD","GEMET"
"I2","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","I2-MD","GEMET"
"I2","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I2-MD","GEMET"
"I2","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","I2-MD","NVS_Voc"
"I2","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","I2-MD","NVS_Voc"
"I2","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I2-MD","NVS_Voc"
"I2","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","I2-MD","INSPIRE_reg"
"I2","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","I2-MD","INSPIRE_reg"
"I2","2019","MD","eLTER_FIP_2019","eLTER-RI","I2-MD","EnvThes"
"I2","2020","MD","eLTER_FIP_2020","eLTER-RI","I2-MD","EnvThes"
"I2","2021","MD","eLTER_FIP_2021","eLTER-RI","I2-MD","EnvThes"
"I2","2020","MD","IAGOS_FIP_2020","iagos","I2-MD","GCMD"
"I2","2021","MD","IAGOS_FIP_2021","iagos","I2-MD","GCMD"
"I2","2019","MD","IAGOS_FIP_2019","iagos","I2-MD","GCMD"
"I2","2020","MD","IAGOS_FIP_2020","iagos","I2-MD","NetCDF_CF1.7"
"I2","2021","MD","IAGOS_FIP_2021","iagos","I2-MD","NetCDF_CF1.7"
"I2","2019","MD","IAGOS_FIP_2019","iagos","I2-MD","NetCDF_CF1.7"
"I2","2019","MD","LifeWatch_Marine_FIP_2019","lw-marine","I2-MD","WoRMS"
"I2","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","I2-MD","WoRMS"
"I2","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","I2-MD","WoRMS"
"I2","2019","MD","LifeWatch_Marine_FIP_2019","lw-marine","I2-MD","MRG"
"I2","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","I2-MD","MRG"
"I2","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","I2-MD","MRG"
"I2","2019","MD","LifeWatch_Marine_FIP_2019","lw-marine","I2-MD","ASFA"
"I2","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","I2-MD","ASFA"
"I2","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","I2-MD","ASFA"
"I2","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","I2-MD","NVS_Voc"
"I2","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","I2-MD","NVS_Voc"
"I2","2019","MD","SIOS_FIP_2019","sios","I2-MD","GCMD"
"I2","2021","MD","SIOS_FIP_2021","sios","I2-MD","GCMD"
"I2","2020","MD","SIOS_FIP_2020","sios","I2-MD","GCMD"
"I2","2021","MD","SIOS_FIP_2021","sios","I2-MD","mmd-vocab"
"I2","2019","MD","SIOS_FIP_2019","sios","I2-MD","mmd-vocab"
"I2","2020","MD","SIOS_FIP_2020","sios","I2-MD","mmd-vocab"
"I2","2019","D","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","I2-D","NetCDF_CF1.7"
"I2","2020","D","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","I2-D","NetCDF_CF1.7"
"I2","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","I2-D","NetCDF_CF1.7"
"I2","2021","D","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","I2-D","CF_SN"
"I2","2019","D","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","I2-D","ACTRIS-vocabulary"
"I2","2020","D","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","I2-D","ACTRIS-vocabulary"
"I2","2021","D","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","I2-D","ACTRIS-vocabulary"
"I2","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","I2-D","CF_SN"
"I2","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","I2-D","ACTRIS-vocabulary"
"I2","2022","D","ACTRIS-ASC_FIP_2022","AERIS","I2-D","CF_SN"
"I2","2019","D","AnaEE_CREA_FIP_2019","AnaEE_CREA","I2-D","AnaEEThes"
"I2","2020","D","AnaEE_CREA_FIP_2020","AnaEE_CREA","I2-D","AnaEEThes"
"I2","2021","D","AnaEE_CREA_FIP_2021","AnaEE_CREA","I2-D","AnaEEThes"
"I2","2019","D","AnaEE_FIP_2019","Anaee","I2-D","OBOE-AnaEE_Onto"
"I2","2020","D","AnaEE_FIP_2020","Anaee","I2-D","OBOE-AnaEE_Onto"
"I2","2021","D","AnaEE_FIP_2021","Anaee","I2-D","OBOE-AnaEE_Onto"
"I2","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","I2-D","NVS_Voc"
"I2","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","I2-D","NVS_Voc"
"I2","2020","D","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","I2-D","NVS_Voc"
"I2","2021","D","DANUBIUS_FIP_2021","DANUBIUS","I2-D","NVS_Voc"
"I2","2020","D","DiSSCo_FIP_2020","DiSSCo","I2-D","ABCDEFG"
"I2","2021","D","DiSSCo_FIP_2021","DiSSCo","I2-D","ABCDEFG"
"I2","2022","D","EMSO ERIC FIP 2022","EMSO","I2-D","NVS_Voc"
"I2","2021","D","EMSO ERIC FIP 2021","EMSO","I2-D","NVS_Voc"
"I2","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","I2-D","EPOS_vocab"
"I2","2022","D","ICOS_FIP_2022","ICOS","I2-D","ICOS_ontology"
"I2","2019","D","ICOS_FIP_2019","ICOS","I2-D","DwC-A"
"I2","2021","D","ICOS_FIP_2021","ICOS","I2-D","ICOS_ontology"
"I2","2020","D","ICOS_FIP_2020","ICOS","I2-D","ICOS_ontology"
"I2","2019","D","ICOS_FIP_2019","ICOS","I2-D","ICOS_ontology"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","ISO_3166"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","WoRMS"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","NVS_Voc"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","MRG"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","FISHTRAITS"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","PHYTOTRAITS"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","MACROALGAETRAITS"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","EUNIS_Habitat"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","DwC-A"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","IUCN"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","ALIENSPECIES"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","ISO_3166"
"I2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I2-D","WoRMS"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","WoRMS"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","NVS_Voc"
"I2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I2-D","MRG"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","MRG"
"I2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I2-D","FISHTRAITS"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","FISHTRAITS"
"I2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I2-D","PHYTOTRAITS"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","PHYTOTRAITS"
"I2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I2-D","MACROALGAETRAITS"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","MACROALGAETRAITS"
"I2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I2-D","EUNIS_Habitat"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","EUNIS_Habitat"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","DwC-A"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","IUCN"
"I2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I2-D","ALIENSPECIES"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","ALIENSPECIES"
"I2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I2-D","CF_SN"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","ISO_3166"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","WoRMS"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","NVS_Voc"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","MRG"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","FISHTRAITS"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","PHYTOTRAITS"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","MACROALGAETRAITS"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","EUNIS_Habitat"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","DwC-A"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","IUCN"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","ALIENSPECIES"
"I2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I2-D","CF_SN"
"I2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I2-D","CF_SN"
"I2","2019","D","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I2-D","NVS_Voc"
"I2","2019","D","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I2-D","SDM_MD"
"I2","2020","D","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I2-D","NVS_Voc"
"I2","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I2-D","NVS_Voc"
"I2","2020","D","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I2-D","SDM_MD"
"I2","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I2-D","SDM_MD"
"I2","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I2-D","NVS_Voc"
"I2","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I2-D","SDM_MD"
"I2","2020","D","IAGOS_FIP_2020","iagos","I2-D","GCMD"
"I2","2021","D","IAGOS_FIP_2021","iagos","I2-D","GCMD"
"I2","2019","D","IAGOS_FIP_2019","iagos","I2-D","GCMD"
"I2","2020","D","IAGOS_FIP_2020","iagos","I2-D","NetCDF_CF1.7"
"I2","2021","D","IAGOS_FIP_2021","iagos","I2-D","NetCDF_CF1.7"
